"id"	name	part id	part name
FMA22653	splenius capitis	FMA22728	right splenius capitis
FMA22681	splenius cervicis	FMA22726	right splenius cervicis
FMA22681	splenius cervicis	FMA22727	left splenius cervicis
FMA22827	multifidus	FMA22878	right multifidus
FMA22827	multifidus	FMA22879	left multifidus
FMA22823	semispinalis	FMA22828	semispinalis thoracis
FMA22823	semispinalis	FMA22829	semispinalis cervicis
FMA22823	semispinalis	FMA22830	semispinalis capitis
FMA22828	semispinalis thoracis	FMA22873	left semispinalis thoracis
FMA22828	semispinalis thoracis	FMA22872	right semispinalis thoracis
FMA22829	semispinalis cervicis	FMA22875	left semispinalis cervicis
FMA22829	semispinalis cervicis	FMA22874	right semispinalis cervicis
FMA22830	semispinalis capitis	FMA22877	left semispinalis capitis
FMA22830	semispinalis capitis	FMA22876	right semispinalis capitis
FMA71305	rotatores muscle group	FMA23082	cervical rotator
FMA71305	rotatores muscle group	FMA23083	thoracic rotator
FMA71305	rotatores muscle group	FMA23084	lumbar rotator
FMA23084	lumbar rotator	FMA23090	left lumbar rotator
FMA23084	lumbar rotator	FMA23089	right lumbar rotator
FMA23082	cervical rotator	FMA81752	right cervical rotator
FMA23082	cervical rotator	FMA81753	left cervical rotator
FMA71306	set of interspinales	FMA71307	set of interspinales lumborum
FMA71306	set of interspinales	FMA71308	set of interspinales thoracis
FMA71306	set of interspinales	FMA71309	set of interspinales cervicis
FMA71293	musculature of thorax	FMA71312	set of levatores costarum
FMA71293	musculature of thorax	FMA9760	transversus thoracis
FMA71293	musculature of thorax	FMA13397	serratus anterior
FMA71293	musculature of thorax	FMA9758	innermost intercostal muscle
FMA71293	musculature of thorax	FMA13410	subclavius
FMA71293	musculature of thorax	FMA13295	diaphragm
FMA71293	musculature of thorax	FMA9757	internal intercostal muscle
FMA71293	musculature of thorax	FMA9627	pectoralis major
FMA71293	musculature of thorax	FMA9756	external intercostal muscle
FMA71293	musculature of thorax	FMA13109	pectoralis minor
FMA9627	pectoralis major	FMA34699	abdominal part of pectoralis major
FMA9627	pectoralis major	FMA34696	sternocostal part of pectoralis major
FMA9627	pectoralis major	FMA34687	clavicular part of pectoralis major
FMA34687	clavicular part of pectoralis major	FMA34691	clavicular part of left pectoralis major
FMA34687	clavicular part of pectoralis major	FMA34690	clavicular part of right pectoralis major
FMA34696	sternocostal part of pectoralis major	FMA79980	sternocostal part of left pectoralis major
FMA34696	sternocostal part of pectoralis major	FMA79979	sternocostal part of right pectoralis major
FMA34699	abdominal part of pectoralis major	FMA45875	abdominal part of left pectoralis major
FMA34699	abdominal part of pectoralis major	FMA45874	abdominal part of right pectoralis major
FMA13109	pectoralis minor	FMA13375	right pectoralis minor
FMA13109	pectoralis minor	FMA13376	left pectoralis minor
FMA13410	subclavius	FMA13412	right subclavius
FMA13410	subclavius	FMA13411	left subclavius
FMA13397	serratus anterior	FMA13398	right serratus anterior
FMA13397	serratus anterior	FMA13399	left serratus anterior
FMA71312	set of levatores costarum	FMA71314	set of levatores costarum breves
FMA71312	set of levatores costarum	FMA71313	set of levatores costarum longi
FMA71313	set of levatores costarum longi	FMA74075	set of right levatores costarum longi
FMA71313	set of levatores costarum longi	FMA74076	set of left levatores costarum longi
FMA71314	set of levatores costarum breves	FMA74078	set of left levatores costarum breves
FMA71314	set of levatores costarum breves	FMA74077	set of right levatores costarum breves
FMA9760	transversus thoracis	FMA9761	right transversus thoracis
FMA9760	transversus thoracis	FMA9762	left transversus thoracis
FMA86917	musculature of abdomen	FMA15569	quadratus lumborum
FMA86917	musculature of abdomen	FMA15568	pyramidalis
FMA86917	musculature of abdomen	FMA15570	transversus abdominis
FMA86917	musculature of abdomen	FMA9628	rectus abdominis
FMA86917	musculature of abdomen	FMA19726	pelvic diaphragm
FMA86917	musculature of abdomen	FMA13335	external oblique
FMA86917	musculature of abdomen	FMA13891	internal oblique
FMA86917	musculature of abdomen	FMA11336	linea alba
FMA86917	musculature of abdomen	FMA71295	musculature of perineum
FMA9628	rectus abdominis	FMA13378	left rectus abdominis
FMA9628	rectus abdominis	FMA13377	right rectus abdominis
FMA15568	pyramidalis	FMA22346	right pyramidalis
FMA15568	pyramidalis	FMA22347	left pyramidalis
FMA13335	external oblique	FMA19855	inguinal ligament
FMA13335	external oblique	FMA13336	right external oblique
FMA13335	external oblique	FMA13337	left external oblique
FMA19855	inguinal ligament	FMA21964	right inguinal ligament
FMA19855	inguinal ligament	FMA21965	left inguinal ligament
FMA13891	internal oblique	FMA13893	left internal oblique
FMA13891	internal oblique	FMA13892	right internal oblique
FMA15570	transversus abdominis	FMA22344	right transversus abdominis
FMA15570	transversus abdominis	FMA22345	left transversus abdominis
FMA15569	quadratus lumborum	FMA22348	right quadratus lumborum
FMA15569	quadratus lumborum	FMA22349	left quadratus lumborum
FMA19726	pelvic diaphragm	FMA19088	coccygeus
FMA19726	pelvic diaphragm	FMA19087	levator ani
FMA19087	levator ani	FMA19091	puborectalis
FMA19087	levator ani	FMA19092	iliococcygeus
FMA19087	levator ani	FMA19090	pubococcygeus
FMA19087	levator ani	FMA46442	tendinous arch of levator ani
FMA19090	pubococcygeus	FMA45855	left pubococcygeus
FMA19090	pubococcygeus	FMA45854	right pubococcygeus
FMA19091	puborectalis	FMA45857	left puborectalis
FMA19091	puborectalis	FMA45856	right puborectalis
FMA19092	iliococcygeus	FMA45858	right iliococcygeus
FMA19092	iliococcygeus	FMA45859	left iliococcygeus
FMA19088	coccygeus	FMA46444	left coccygeus
FMA19088	coccygeus	FMA46443	right coccygeus
FMA71295	musculature of perineum	FMA77304	muscle of anal triangle
FMA9621	muscle of upper limb	FMA37378	flexor pollicis brevis
FMA9621	muscle of upper limb	FMA37379	opponens pollicis
FMA9621	muscle of upper limb	FMA38497	extensor carpi radialis brevis
FMA9621	muscle of upper limb	FMA39988	flexor retinaculum of wrist
FMA9621	muscle of upper limb	FMA13397	serratus anterior
FMA9621	muscle of upper limb	FMA71318	set of lumbricals of hand
FMA9621	muscle of upper limb	FMA71319	set of dorsal interossei of hand
FMA9621	muscle of upper limb	FMA37373	abductor pollicis brevis
FMA9621	muscle of upper limb	FMA12255	anterior compartment of forearm
FMA9621	muscle of upper limb	FMA32519	levator scapulae
FMA9621	muscle of upper limb	FMA13379	rhomboid major
FMA9621	muscle of upper limb	FMA32521	deltoid
FMA9621	muscle of upper limb	FMA13357	latissimus dorsi
FMA9621	muscle of upper limb	FMA38411	posterior compartment of forearm
FMA9621	muscle of upper limb	FMA32546	infraspinatus muscle
FMA9621	muscle of upper limb	FMA71320	set of palmar interossei of hand
FMA9621	muscle of upper limb	FMA37383	flexor digiti minimi brevis of hand
FMA9621	muscle of upper limb	FMA32549	teres major
FMA9621	muscle of upper limb	FMA13413	subscapularis
FMA9621	muscle of upper limb	FMA13380	rhomboid minor
FMA9621	muscle of upper limb	FMA37384	opponens digiti minimi of hand
FMA9621	muscle of upper limb	FMA13410	subclavius
FMA9621	muscle of upper limb	FMA13109	pectoralis minor
FMA9621	muscle of upper limb	FMA32550	teres minor
FMA9621	muscle of upper limb	FMA37673	anterior compartment of arm
FMA9621	muscle of upper limb	FMA37676	posterior compartment of arm
FMA9621	muscle of upper limb	FMA37380	adductor pollicis
FMA9621	muscle of upper limb	FMA9627	pectoralis major
FMA9621	muscle of upper limb	FMA37382	abductor digiti minimi of hand
FMA9621	muscle of upper limb	FMA9629	supraspinatus
FMA9621	muscle of upper limb	FMA9626	trapezius
FMA37673	anterior compartment of arm	FMA37670	biceps brachii
FMA37673	anterior compartment of arm	FMA37667	brachialis
FMA37673	anterior compartment of arm	FMA37664	coracobrachialis
FMA37676	posterior compartment of arm	FMA37704	anconeus
FMA37676	posterior compartment of arm	FMA37688	triceps brachii
FMA12255	anterior compartment of forearm	FMA38459	flexor carpi radialis
FMA12255	anterior compartment of forearm	FMA38469	flexor digitorum superficialis
FMA12255	anterior compartment of forearm	FMA38453	pronator quadratus
FMA12255	anterior compartment of forearm	FMA38478	flexor digitorum profundus
FMA12255	anterior compartment of forearm	FMA38465	flexor carpi ulnaris
FMA12255	anterior compartment of forearm	FMA38450	pronator teres
FMA12255	anterior compartment of forearm	FMA38462	palmaris longus
FMA12255	anterior compartment of forearm	FMA38481	flexor pollicis longus
FMA38411	posterior compartment of forearm	FMA38500	extensor digitorum
FMA38411	posterior compartment of forearm	FMA38524	extensor indicis
FMA38411	posterior compartment of forearm	FMA38512	supinator
FMA38411	posterior compartment of forearm	FMA38494	extensor carpi radialis longus
FMA38411	posterior compartment of forearm	FMA38485	brachioradialis
FMA38411	posterior compartment of forearm	FMA38518	extensor pollicis brevis
FMA38411	posterior compartment of forearm	FMA38506	extensor carpi ulnaris
FMA38411	posterior compartment of forearm	FMA38503	extensor digiti minimi
FMA38411	posterior compartment of forearm	FMA38521	extensor pollicis longus
FMA38411	posterior compartment of forearm	FMA38515	abductor pollicis longus
FMA32521	deltoid	FMA34677	clavicular part of deltoid
FMA32521	deltoid	FMA34678	acromial part of deltoid
FMA32521	deltoid	FMA34679	spinal part of deltoid
FMA34677	clavicular part of deltoid	FMA34681	clavicular part of left deltoid
FMA34677	clavicular part of deltoid	FMA34680	clavicular part of right deltoid
FMA34678	acromial part of deltoid	FMA34682	acromial part of right deltoid
FMA34678	acromial part of deltoid	FMA34683	acromial part of left deltoid
FMA34679	spinal part of deltoid	FMA34685	spinal part of left deltoid
FMA34679	spinal part of deltoid	FMA34684	spinal part of right deltoid
FMA9629	supraspinatus	FMA32545	left supraspinatus
FMA9629	supraspinatus	FMA32544	right supraspinatus
FMA32546	infraspinatus muscle	FMA32548	left infraspinatus muscle
FMA32546	infraspinatus muscle	FMA32547	right infraspinatus muscle
FMA32550	teres minor	FMA32554	left teres minor
FMA32550	teres minor	FMA32553	right teres minor
FMA32549	teres major	FMA32552	left teres major
FMA32549	teres major	FMA32551	right teres major
FMA13413	subscapularis	FMA13415	left subscapularis
FMA13413	subscapularis	FMA13414	right subscapularis
FMA37670	biceps brachii	FMA37682	short head of biceps brachii
FMA37670	biceps brachii	FMA37683	long head of biceps brachii
FMA37683	long head of biceps brachii	FMA37686	long head of right biceps brachii
FMA37683	long head of biceps brachii	FMA37687	long head of left biceps brachii
FMA37682	short head of biceps brachii	FMA37684	short head of right biceps brachii
FMA37682	short head of biceps brachii	FMA37685	short head of left biceps brachii
FMA37664	coracobrachialis	FMA37666	left coracobrachialis
FMA37664	coracobrachialis	FMA37665	right coracobrachialis
FMA37667	brachialis	FMA37669	left brachialis
FMA37667	brachialis	FMA37668	right brachialis
FMA37688	triceps brachii	FMA37692	long head of triceps brachii
FMA37688	triceps brachii	FMA37693	medial head of triceps brachii
FMA37688	triceps brachii	FMA37694	lateral head of triceps brachii
FMA37692	long head of triceps brachii	FMA37700	long head of left triceps brachii
FMA37692	long head of triceps brachii	FMA37699	long head of right triceps brachii
FMA37694	lateral head of triceps brachii	FMA37697	lateral head of right triceps brachii
FMA37694	lateral head of triceps brachii	FMA37698	lateral head of left triceps brachii
FMA37693	medial head of triceps brachii	FMA37695	medial head of right triceps brachii
FMA37693	medial head of triceps brachii	FMA37696	medial head of left triceps brachii
FMA37704	anconeus	FMA37706	left anconeus
FMA37704	anconeus	FMA37705	right anconeus
FMA38450	pronator teres	FMA38558	humeral head of pronator teres
FMA38450	pronator teres	FMA38559	ulnar head of pronator teres
FMA38558	humeral head of pronator teres	FMA38561	humeral head of left pronator teres
FMA38558	humeral head of pronator teres	FMA38560	humeral head of right pronator teres
FMA38559	ulnar head of pronator teres	FMA38563	ulnar head of left pronator teres
FMA38559	ulnar head of pronator teres	FMA38562	ulnar head of right pronator teres
FMA38459	flexor carpi radialis	FMA38460	right flexor carpi radialis
FMA38459	flexor carpi radialis	FMA38461	left flexor carpi radialis
FMA38462	palmaris longus	FMA38464	left palmaris longus
FMA38462	palmaris longus	FMA38463	right palmaris longus
FMA38465	flexor carpi ulnaris	FMA38615	humeral head of flexor carpi ulnaris
FMA38465	flexor carpi ulnaris	FMA38616	ulnar head of flexor carpi ulnaris
FMA38615	humeral head of flexor carpi ulnaris	FMA38617	humeral head of right flexor carpi ulnaris
FMA38615	humeral head of flexor carpi ulnaris	FMA38618	humeral head of left flexor carpi ulnaris
FMA38616	ulnar head of flexor carpi ulnaris	FMA38619	ulnar head of right flexor carpi ulnaris
FMA38616	ulnar head of flexor carpi ulnaris	FMA38620	ulnar head of left flexor carpi ulnaris
FMA38469	flexor digitorum superficialis	FMA38637	radial head of flexor digitorum superficialis
FMA38469	flexor digitorum superficialis	FMA38636	humero-ulnar head of flexor digitorum superficialis
FMA38636	humero-ulnar head of flexor digitorum superficialis	FMA38639	humeroulnar head of left flexor digitorum superficialis
FMA38636	humero-ulnar head of flexor digitorum superficialis	FMA38638	humeroulnar head of right flexor digitorum superficialis
FMA38637	radial head of flexor digitorum superficialis	FMA38640	radial head of right flexor digitorum superficialis
FMA38637	radial head of flexor digitorum superficialis	FMA38641	radial head of left flexor digitorum superficialis
FMA38478	flexor digitorum profundus	FMA38479	right flexor digitorum profundus
FMA38478	flexor digitorum profundus	FMA38480	left flexor digitorum profundus
FMA38481	flexor pollicis longus	FMA38484	left flexor pollicis longus
FMA38481	flexor pollicis longus	FMA38482	right flexor pollicis longus
FMA38453	pronator quadratus	FMA38455	left pronator quadratus
FMA38453	pronator quadratus	FMA38454	right pronator quadratus
FMA38485	brachioradialis	FMA38486	right brachioradialis
FMA38485	brachioradialis	FMA38487	left brachioradialis
FMA38494	extensor carpi radialis longus	FMA38496	left extensor carpi radialis longus
FMA38494	extensor carpi radialis longus	FMA38495	right extensor carpi radialis longus
FMA38497	extensor carpi radialis brevis	FMA38498	right extensor carpi radialis brevis
FMA38497	extensor carpi radialis brevis	FMA38499	left extensor carpi radialis brevis
FMA38500	extensor digitorum	FMA38501	right extensor digitorum
FMA38500	extensor digitorum	FMA38502	left extensor digitorum
FMA38503	extensor digiti minimi	FMA38505	left extensor digiti minimi
FMA38503	extensor digiti minimi	FMA38504	right extensor digiti minimi
FMA38506	extensor carpi ulnaris	FMA77260	humeral head of extensor carpi ulnaris
FMA38506	extensor carpi ulnaris	FMA77261	ulnar head of extensor carpi ulnaris
FMA38506	extensor carpi ulnaris	FMA38508	left extensor carpi ulnaris
FMA38506	extensor carpi ulnaris	FMA38507	right extensor carpi ulnaris
FMA77260	humeral head of extensor carpi ulnaris	BP44	humeral head of left extensor carpi ulnaris
FMA77260	humeral head of extensor carpi ulnaris	BP45	humeral head of right extensor carpi ulnaris
FMA77261	ulnar head of extensor carpi ulnaris	BP47	ulnar head of right extensor carpi ulnaris
FMA77261	ulnar head of extensor carpi ulnaris	BP46	ulnar head of left extensor carpi ulnaris
FMA38512	supinator	FMA38514	left supinator
FMA38512	supinator	FMA38513	right supinator
FMA38515	abductor pollicis longus	FMA38517	left abductor pollicis longus
FMA38515	abductor pollicis longus	FMA38516	right abductor pollicis longus
FMA38518	extensor pollicis brevis	FMA38519	right extensor pollicis brevis
FMA38518	extensor pollicis brevis	FMA38520	left extensor pollicis brevis
FMA38521	extensor pollicis longus	FMA38522	right extensor pollicis longus
FMA38521	extensor pollicis longus	FMA38523	left extensor pollicis longus
FMA38524	extensor indicis	FMA38526	left extensor indicis
FMA38524	extensor indicis	FMA38525	right extensor indicis
FMA37373	abductor pollicis brevis	FMA37387	left abductor pollicis brevis
FMA37373	abductor pollicis brevis	FMA37386	right abductor pollicis brevis
FMA37378	flexor pollicis brevis	FMA46107	deep head of flexor pollicis brevis
FMA37378	flexor pollicis brevis	FMA46104	superficial head of flexor pollicis brevis
FMA46104	superficial head of flexor pollicis brevis	FMA65198	superficial head of right flexor pollicis brevis
FMA46104	superficial head of flexor pollicis brevis	FMA65199	superficial head of left flexor pollicis brevis
FMA46107	deep head of flexor pollicis brevis	FMA46111	deep head of left flexor pollicis brevis
FMA46107	deep head of flexor pollicis brevis	FMA46110	deep head of right flexor pollicis brevis
FMA37379	opponens pollicis	FMA37390	right opponens pollicis
FMA37379	opponens pollicis	FMA37391	left opponens pollicis
FMA37380	adductor pollicis	FMA46120	transverse head of adductor pollicis
FMA37380	adductor pollicis	FMA46119	oblique head of adductor pollicis
FMA46119	oblique head of adductor pollicis	FMA46122	oblique head of left adductor pollicis
FMA46119	oblique head of adductor pollicis	FMA46121	oblique head of right adductor pollicis
FMA46120	transverse head of adductor pollicis	FMA46124	transverse head of left adductor pollicis
FMA46120	transverse head of adductor pollicis	FMA46123	transverse head of right adductor pollicis
FMA37382	abductor digiti minimi of hand	FMA37397	abductor digiti minimi of left hand
FMA37382	abductor digiti minimi of hand	FMA37396	abductor digiti minimi of right hand
FMA37383	flexor digiti minimi brevis of hand	FMA37399	flexor digiti minimi brevis of left hand
FMA37383	flexor digiti minimi brevis of hand	FMA37398	flexor digiti minimi brevis of right hand
FMA37384	opponens digiti minimi of hand	FMA37401	opponens digiti minimi of left hand
FMA37384	opponens digiti minimi of hand	FMA37400	opponens digiti minimi of right hand
FMA71318	set of lumbricals of hand	FMA42398	set of lumbricals of right hand
FMA71318	set of lumbricals of hand	FMA42399	set of lumbricals of left hand
FMA71319	set of dorsal interossei of hand	FMA42405	set of dorsal interossei of left hand
FMA71319	set of dorsal interossei of hand	FMA42404	set of dorsal interossei of right hand
FMA71320	set of palmar interossei of hand	FMA42402	set of palmar interossei of right hand
FMA71320	set of palmar interossei of hand	FMA42403	set of palmar interossei of left hand
FMA39988	flexor retinaculum of wrist	FMA40120	flexor retinaculum of right wrist
FMA39988	flexor retinaculum of wrist	FMA40121	flexor retinaculum of left wrist
FMA45151	anterior compartment of thigh	FMA22428	quadriceps femoris
FMA45151	anterior compartment of thigh	FMA22353	sartorius
FMA45157	posterior compartment of thigh	FMA22356	biceps femoris
FMA45157	posterior compartment of thigh	FMA22357	semitendinosus
FMA45157	posterior compartment of thigh	FMA22438	semimembranosus
FMA45160	medial compartment of thigh	FMA22440	pectineus
FMA45160	medial compartment of thigh	FMA22441	adductor longus
FMA45160	medial compartment of thigh	FMA43885	adductor minimus
FMA45160	medial compartment of thigh	FMA22442	adductor brevis
FMA45160	medial compartment of thigh	FMA22443	adductor magnus
FMA45160	medial compartment of thigh	FMA43882	gracilis
FMA45163	anterior compartment of leg	FMA22538	fibularis tertius
FMA45163	anterior compartment of leg	FMA22534	extensor digitorum longus
FMA45163	anterior compartment of leg	FMA22533	extensor hallucis longus
FMA45163	anterior compartment of leg	FMA22532	tibialis anterior
FMA9622	muscle of lower limb	FMA22299	obturator externus
FMA9622	muscle of lower limb	FMA22590	popliteus
FMA9622	muscle of lower limb	FMA45151	anterior compartment of thigh
FMA9622	muscle of lower limb	FMA13902	fascia lata
FMA9622	muscle of lower limb	FMA22593	flexor hallucis longus
FMA9622	muscle of lower limb	FMA51062	triceps surae
FMA9622	muscle of lower limb	FMA37448	abductor hallucis
FMA9622	muscle of lower limb	FMA37449	flexor hallucis brevis
FMA9622	muscle of lower limb	FMA45157	posterior compartment of thigh
FMA9622	muscle of lower limb	FMA22318	gemellus superior
FMA9622	muscle of lower limb	FMA22298	obturator internus
FMA9622	muscle of lower limb	FMA64918	iliopsoas
FMA9622	muscle of lower limb	FMA22321	quadratus femoris
FMA9622	muscle of lower limb	FMA51140	extensor digitorum brevis
FMA9622	muscle of lower limb	FMA51141	extensor hallucis brevis
FMA9622	muscle of lower limb	FMA22320	gemellus inferior
FMA9622	muscle of lower limb	FMA71322	set of dorsal interossei of foot
FMA9622	muscle of lower limb	FMA71321	set of lumbricals of foot
FMA9622	muscle of lower limb	FMA45160	medial compartment of thigh
FMA9622	muscle of lower limb	FMA37454	adductor hallucis
FMA9622	muscle of lower limb	FMA45163	anterior compartment of leg
FMA9622	muscle of lower limb	FMA22543	plantaris
FMA9622	muscle of lower limb	FMA37455	flexor digiti minimi brevis of foot
FMA9622	muscle of lower limb	FMA51071	flexor digitorum longus
FMA9622	muscle of lower limb	FMA37450	flexor digitorum brevis
FMA9622	muscle of lower limb	FMA37451	abductor digiti minimi of foot
FMA9622	muscle of lower limb	FMA37452	flexor accessorius
FMA9622	muscle of lower limb	FMA22423	tensor fasciae latae
FMA9622	muscle of lower limb	FMA19082	piriformis
FMA9622	muscle of lower limb	FMA86033	opponens digiti minimi of foot
FMA9622	muscle of lower limb	FMA71323	set of plantar interossei of foot
FMA9622	muscle of lower limb	FMA22540	fibularis brevis
FMA9622	muscle of lower limb	FMA51099	tibialis posterior
FMA9622	muscle of lower limb	FMA22317	gluteus minimus
FMA9622	muscle of lower limb	FMA22315	gluteus medius
FMA9622	muscle of lower limb	FMA22314	gluteus maximus
FMA9622	muscle of lower limb	FMA22539	fibularis longus
FMA64918	iliopsoas	FMA22310	iliacus
FMA64918	iliopsoas	FMA18060	psoas major
FMA22310	iliacus	FMA22322	right iliacus
FMA22310	iliacus	FMA22323	left iliacus
FMA18060	psoas major	FMA22342	right psoas major
FMA18060	psoas major	FMA22343	left psoas major
FMA22314	gluteus maximus	FMA22328	right gluteus maximus
FMA22314	gluteus maximus	FMA22329	left gluteus maximus
FMA22315	gluteus medius	FMA22331	left gluteus medius
FMA22315	gluteus medius	FMA22330	right gluteus medius
FMA22317	gluteus minimus	FMA22333	left gluteus minimus
FMA22317	gluteus minimus	FMA22332	right gluteus minimus
FMA22423	tensor fasciae latae	FMA22425	right tensor fasciae latae
FMA22423	tensor fasciae latae	FMA22426	left tensor fasciae latae
FMA19082	piriformis	FMA22340	right piriformis
FMA19082	piriformis	FMA22341	left piriformis
FMA22298	obturator internus	FMA22325	left obturator internus
FMA22298	obturator internus	FMA22324	right obturator internus
FMA22318	gemellus superior	FMA22335	left gemellus superior
FMA22318	gemellus superior	FMA22334	right gemellus superior
FMA22320	gemellus inferior	FMA22337	left gemellus inferior
FMA22320	gemellus inferior	FMA22336	right gemellus inferior
FMA22321	quadratus femoris	FMA22339	left quadratus femoris
FMA22321	quadratus femoris	FMA22338	right quadratus femoris
FMA22353	sartorius	FMA22354	right sartorius
FMA22353	sartorius	FMA22355	left sartorius
FMA22428	quadriceps femoris	FMA22430	rectus femoris
FMA22428	quadriceps femoris	FMA22433	vastus intermedius
FMA22428	quadriceps femoris	FMA22431	vastus lateralis
FMA22428	quadriceps femoris	FMA22432	vastus medialis
FMA22430	rectus femoris	FMA38928	right rectus femoris
FMA22430	rectus femoris	FMA38929	left rectus femoris
FMA22431	vastus lateralis	FMA38930	right vastus lateralis
FMA22431	vastus lateralis	FMA38931	left vastus lateralis
FMA22433	vastus intermedius	FMA38935	left vastus intermedius
FMA22433	vastus intermedius	FMA38934	right vastus intermedius
FMA22432	vastus medialis	FMA38933	left vastus medialis
FMA22432	vastus medialis	FMA38932	right vastus medialis
FMA22440	pectineus	FMA22451	left pectineus
FMA22440	pectineus	FMA22450	right pectineus
FMA22441	adductor longus	FMA22457	left adductor longus
FMA22441	adductor longus	FMA22456	right adductor longus
FMA22442	adductor brevis	FMA22452	right adductor brevis
FMA22442	adductor brevis	FMA22454	left adductor brevis
FMA22443	adductor magnus	FMA22459	right adductor magnus
FMA22443	adductor magnus	FMA22460	left adductor magnus
FMA43885	adductor minimus	FMA43887	left adductor minimus
FMA43885	adductor minimus	FMA43886	right adductor minimus
FMA43882	gracilis	FMA43884	left gracilis
FMA43882	gracilis	FMA43883	right gracilis
FMA22299	obturator externus	FMA22326	right obturator externus
FMA22299	obturator externus	FMA22327	left obturator externus
FMA22356	biceps femoris	FMA45890	short head of biceps femoris
FMA22356	biceps femoris	FMA45887	long head of biceps femoris
FMA45887	long head of biceps femoris	FMA45889	long head of left biceps femoris
FMA45887	long head of biceps femoris	FMA45888	long head of right biceps femoris
FMA45890	short head of biceps femoris	FMA45892	short head of left biceps femoris
FMA45890	short head of biceps femoris	FMA45891	short head of right biceps femoris
FMA22357	semitendinosus	FMA22358	right semitendinosus
FMA22357	semitendinosus	FMA22359	left semitendinosus
FMA22438	semimembranosus	FMA22448	right semimembranosus
FMA22438	semimembranosus	FMA22449	left semimembranosus
FMA22532	tibialis anterior	FMA22544	right tibialis anterior
FMA22532	tibialis anterior	FMA22545	left tibialis anterior
FMA22534	extensor digitorum longus	FMA22548	right extensor digitorum longus
FMA22534	extensor digitorum longus	FMA22549	left extensor digitorum longus
FMA22538	fibularis tertius	FMA22550	right fibularis tertius
FMA22538	fibularis tertius	FMA22551	left fibularis tertius
FMA22533	extensor hallucis longus	FMA22546	right extensor hallucis longus
FMA22533	extensor hallucis longus	FMA22547	left extensor hallucis longus
FMA22539	fibularis longus	FMA22552	right fibularis longus
FMA22539	fibularis longus	FMA22553	left fibularis longus
FMA22540	fibularis brevis	FMA22554	right fibularis brevis
FMA22540	fibularis brevis	FMA22555	left fibularis brevis
FMA51062	triceps surae	FMA22541	gastrocnemius
FMA51062	triceps surae	FMA22542	soleus
FMA51062	triceps surae	FMA51061	calcaneal tendon
FMA22541	gastrocnemius	FMA45956	medial head of gastrocnemius
FMA22541	gastrocnemius	FMA45959	lateral head of gastrocnemius
FMA45959	lateral head of gastrocnemius	FMA45961	lateral head of left gastrocnemius
FMA45959	lateral head of gastrocnemius	FMA45960	lateral head of right gastrocnemius
FMA45956	medial head of gastrocnemius	FMA45957	medial head of right gastrocnemius
FMA45956	medial head of gastrocnemius	FMA45958	medial head of left gastrocnemius
FMA22542	soleus	FMA22558	right soleus
FMA22542	soleus	FMA22559	left soleus
FMA51061	calcaneal tendon	FMA258847	right calcaneal tendon
FMA51061	calcaneal tendon	FMA264844	left calcaneal tendon
FMA22543	plantaris	FMA22560	right plantaris
FMA22543	plantaris	FMA22561	left plantaris
FMA22590	popliteus	FMA22591	right popliteus
FMA22590	popliteus	FMA22592	left popliteus
FMA51099	tibialis posterior	FMA65019	left tibialis posterior
FMA51099	tibialis posterior	FMA65018	right tibialis posterior
FMA51071	flexor digitorum longus	FMA65017	left flexor digitorum longus
FMA51071	flexor digitorum longus	FMA65016	right flexor digitorum longus
FMA22593	flexor hallucis longus	FMA65015	left flexor hallucis longus
FMA22593	flexor hallucis longus	FMA65014	right flexor hallucis longus
FMA51141	extensor hallucis brevis	FMA51144	right extensor hallucis brevis
FMA51141	extensor hallucis brevis	FMA51145	left extensor hallucis brevis
FMA51140	extensor digitorum brevis	FMA51142	right extensor digitorum brevis
FMA51140	extensor digitorum brevis	FMA51143	left extensor digitorum brevis
FMA37448	abductor hallucis	FMA37460	left abductor hallucis
FMA37448	abductor hallucis	FMA37459	right abductor hallucis
FMA37449	flexor hallucis brevis	FMA45970	lateral head of flexor hallucis brevis
FMA37449	flexor hallucis brevis	FMA45969	medial head of flexor hallucis brevis
FMA45969	medial head of flexor hallucis brevis	FMA45971	medial head of right flexor hallucis brevis
FMA45969	medial head of flexor hallucis brevis	FMA45972	medial head of left flexor hallucis brevis
FMA45970	lateral head of flexor hallucis brevis	FMA45973	lateral head of right flexor hallucis brevis
FMA45970	lateral head of flexor hallucis brevis	FMA45974	lateral head of left flexor hallucis brevis
FMA37454	adductor hallucis	FMA46015	transverse head of adductor hallucis
FMA37454	adductor hallucis	FMA46014	oblique head of adductor hallucis
FMA46014	oblique head of adductor hallucis	FMA46018	oblique head of right adductor hallucis
FMA46014	oblique head of adductor hallucis	FMA46019	oblique head of left adductor hallucis
FMA46015	transverse head of adductor hallucis	FMA46020	transverse head of right adductor hallucis
FMA46015	transverse head of adductor hallucis	FMA46021	transverse head of left adductor hallucis
FMA37451	abductor digiti minimi of foot	FMA37464	abductor digiti minimi of left foot
FMA37451	abductor digiti minimi of foot	FMA37463	abductor digiti minimi of right foot
FMA86033	opponens digiti minimi of foot	FMA86034	opponens digiti minimi of right foot
FMA86033	opponens digiti minimi of foot	FMA86035	opponens digiti minimi of left foot
FMA37455	flexor digiti minimi brevis of foot	FMA37472	flexor digiti minimi brevis of left foot
